date,file,house,bill,state,chamber
Apr-62,jpi_1964.pdf,Rajasthan Legislature,"The Ajmer Shamlat Committees (Dissolution) Bill, 1963.",Rajasthan,Legislature
Apr-62,jpi_1964.pdf,Rajasthan Legislature,"The Jaipur Sadabarat Fund Administration Bill, 1963.",Rajasthan,Legislature
Apr-62,jpi_1964.pdf,Rajasthan Legislature,"The Rajasthan Money Lenders Bill, 1963.",Rajasthan,Legislature
Apr-62,jpi_1964.pdf,Rajasthan Legislature,"The Rajasthan Urban Improvement (Second Amendment) Bill, 1962.",Rajasthan,Legislature
Apr-62,jpi_1964.pdf,Uttar Pradesh Legislature,"The Opium (Uttar Pradesh Amendment) Bill, 1963.",Uttar Pradesh,Legislature
Apr-62,jpi_1964.pdf,Uttar Pradesh Legislature,"The Uttar Pradesh Electricity Bill, 1963.",Uttar Pradesh,Legislature
Apr-62,jpi_1964.pdf,Uttar Pradesh Legislature,"The Uttar Pradesh (Temporary) Control of Rent and Eviction (Sanshodhan) Bill, 1963.",Uttar Pradesh,Legislature
Apr-62,jpi_1964.pdf,Uttar Pradesh Legislature,"The Uttar Pradesh (Temporary) Accommodation Requisition (Amendment) Bill, 1963.",Uttar Pradesh,Legislature
Apr-62,jpi_1964.pdf,Uttar Pradesh Legislature,"The Uttar Pradesh Nagar Mahapalika (Sanshodhan) Bill, 1963.",Uttar Pradesh,Legislature
Apr-62,jpi_1964.pdf,Uttar Pradesh Legislature,"The Uttar Pradesh Sthaniya Nikaya (Alpakalik Vyvastha) Bill, 1963.",Uttar Pradesh,Legislature
Apr-62,jpi_1964.pdf,Uttar Pradesh Legislature,"The Uttar Pradesh Muslim Waqfs (Amendment) Bill, 1963",Uttar Pradesh,Legislature
Apr-62,jpi_1964.pdf,Uttar Pradesh Legislature,"The Uttar Pradesh Antarim Zila Parishad (Dwiteeya Sanshodhan) Bill, 1963.",Uttar Pradesh,Legislature
Apr-62,jpi_1964.pdf,Uttar Pradesh Legislature,"The Uttar Pradesh (Regulation of Building Operations Amendment) Bill, 1963.",Uttar Pradesh,Legislature
Apr-62,jpi_1964.pdf,Uttar Pradesh Legislature,"The Uttar Pradesh Home Guards Bill, 1963.",Uttar Pradesh,Legislature
Apr-62,jpi_1964.pdf,Uttar Pradesh Legislature,"The Uttar Kshettra Samitis and Zila Parishads (Sanshodhan) Bill, 1963.",Uttar Pradesh,Legislature
Apr-62,jpi_1964.pdf,Uttar Pradesh Legislature,"The Hastinapur Town Development Board (Amendment) Bill, 1963.",Uttar Pradesh,Legislature
Apr-62,jpi_1964.pdf,Uttar Pradesh Legislature,"The Uttar Pradesh Antarim Zila Parishad (Sanshodhan) Bill, 1963.",Uttar Pradesh,Legislature
Apr-62,jpi_1964.pdf,Uttar Pradesh Legislature,"The Uttar Pradesh Government Electrical Undertakings (Dues Recovery) (Amendment) Bill, 1963.",Uttar Pradesh,Legislature
Apr-62,jpi_1964.pdf,Uttar Pradesh Legislature,"The Uttar Pradesh Laws (Replacement of References to Old Coinage by New Decimal Coinage Bill, 1963.",Uttar Pradesh,Legislature
Apr-62,jpi_1964.pdf,Uttar Pradesh Legislature,"The Uttar Pradesh Shri Badrinath Temple (Amendment) Bill, 1963.",Uttar Pradesh,Legislature
Apr-62,jpi_1964.pdf,Uttar Pradesh Legislature,"The Uttar Pradesh High Court (Exercise of Jurisdiction) Bill, 1963.",Uttar Pradesh,Legislature
Apr-62,jpi_1964.pdf,Himachal Pradesh Legislature,"The Salaries and Allowances of Ministers (Himachal Pradesh) Bill, 1963.",Himachal Pradesh,Legislature
Apr-62,jpi_1964.pdf,Pondicherry Legislature,"The Mahe Stay of Eviction Proceedings (Amendment) Bill, 1963.",Puducherry,Legislature
Jul-63,jpi_1966.pdf,Andhra Pradesh Legislature,"The Hyderabad Municipal Corporation (Amendment) Bill, 1965",Andhra Pradesh,Legislature
Jul-63,jpi_1966.pdf,Andhra Pradesh Legislature,"The Andhra Pradesh Village Courts (Validation of Enhanced Jurisdiction) Bill, 1965",Andhra Pradesh,Legislature
Jul-63,jpi_1966.pdf,Andhra Pradesh Legislature,"The Indian Registration (Andhra Pradesh) Amendment Bill, 1965",Andhra Pradesh,Legislature
Jul-63,jpi_1966.pdf,Andhra Pradesh Legislature,"The Indian Stamps (Andhra Pradesh Amendment) Bill, 1965",Andhra Pradesh,Legislature
Jul-63,jpi_1966.pdf,Andhra Pradesh Legislature,"The Andhra Pradesh Civil Services (Disciplinary Proceedings Tribunal) Amendment Bill, 1965",Andhra Pradesh,Legislature
Jul-63,jpi_1966.pdf,Andhra Pradesh Legislature,"The Andhra Pradesh Municipalities (Postponement of Elections) Bill, 1965",Andhra Pradesh,Legislature
Jul-63,jpi_1966.pdf,Bihar Legislature,"The Bihar Deputy Ministers' Salaries and Allowances (Amendment) Bill, 1965",Bihar,Legislature
Jul-63,jpi_1966.pdf,Bihar Legislature,"The Indian Tolls (Bihar Amendment) Bill, 1965",Bihar,Legislature
Jul-63,jpi_1966.pdf,Bihar Legislature,"The Bihar Municipal (Amendment) Bill, 1965",Bihar,Legislature
Jul-63,jpi_1966.pdf,Bihar Legislature,"The Bihar Waqf (Amendment) Bill, 1965",Bihar,Legislature
Jul-63,jpi_1966.pdf,Gujarat Legislature,"The Gujarat Panchayats and the Gujarat New Capital (Periphery) Control (Amendment) Bill, 1965",Gujarat,Legislature
Jul-63,jpi_1966.pdf,Gujarat Legislature,"The Societies Registration (Gujarat Amendment) Bill, 1965",Gujarat,Legislature
Jul-63,jpi_1966.pdf,Gujarat Legislature,"The Gujarat Panchayats (Amendment) Bill, 1965",Gujarat,Legislature
Jul-63,jpi_1966.pdf,Gujarat Legislature,"The Gujarat Municipalities (Amendment) Bill, 1965",Gujarat,Legislature
Jul-63,jpi_1966.pdf,Gujarat Legislature,"The Gujarat Municipalities (Second Amendment) Bill, 1965",Gujarat,Legislature
Jul-63,jpi_1966.pdf,Gujarat Legislature,"The Gujarat New Capital (Periphery) Control (Amendment) Bill, 1965",Gujarat,Legislature
Jul-63,jpi_1966.pdf,Gujarat Legislature,"The Gujarat Local Authorities (Emergency Provisions) Bill, 1965",Gujarat,Legislature
Jul-63,jpi_1966.pdf,Gujarat Legislature,"The Gujarat Panchayats (Second Amendment) Bill, 1965",Gujarat,Legislature
Jul-63,jpi_1966.pdf,Gujarat Legislature,"The Gujarat High Court (Uniformity in Jurisdiction) Bill, 1965",Gujarat,Legislature
Jul-63,jpi_1966.pdf,Jammu & Kashmir Legislature,"The Jammu & Kashmir Government Servants Prevention of Corruption Commission (Second Amendment) Bill, 1965",Jammu And Kashmir,Legislature
Jul-63,jpi_1966.pdf,Jammu & Kashmir Legislature,"A Bill further to amend the Jammu and Kashmir Town Area Act, Samvat 2011",Jammu And Kashmir,Legislature
Jul-63,jpi_1966.pdf,Jammu & Kashmir Legislature,"A Bill further to amend the Jammu & Kashmir Medical Registration Act, Samvat 1998",Jammu And Kashmir,Legislature
Jul-63,jpi_1966.pdf,Jammu & Kashmir Legislature,"A Bill to amend the Jammu and Kashmir Village Panchayats Act, 1965",Jammu And Kashmir,Legislature
Jul-63,jpi_1966.pdf,Madhya Pradesh Legislature,"The Madhya Pradesh Municipal Corporation (Amendment) Bill, 1965",Madhya Pradesh,Legislature
Jul-63,jpi_1966.pdf,Madhya Pradesh Legislature,"The Madhya Pradesh Panchayats (Amendment and Validation) Bill, 1965",Madhya Pradesh,Legislature
Jul-63,jpi_1966.pdf,Madhya Pradesh Legislature,"The Madhya Pradesh Premises Control (Amendment) Bill, 1965",Madhya Pradesh,Legislature
Jul-63,jpi_1966.pdf,Madhya Pradesh Legislature,"The Madhya Pradesh Municipal Corporation (Second Amendment) Bill, 1965",Madhya Pradesh,Legislature
Jul-63,jpi_1966.pdf,Madhya Pradesh Legislature,"The Madhya Pradesh Public Administration Bill, 1964",Madhya Pradesh,Legislature
Jul-63,jpi_1966.pdf,Madhya Pradesh Legislature,"The Madhya Pradesh Municipalities (Payment of Allowances to Office-bearers) (Validation) Bill, 1964",Madhya Pradesh,Legislature
Jul-63,jpi_1966.pdf,Madhya Pradesh Legislature,"The Madhya Abolition of Ownership Right (Vindhya Pradesh Area) Bill, 1965",Madhya Pradesh,Legislature
Jul-63,jpi_1966.pdf,Madhya Pradesh Legislature,"The Madhya Pradesh Extension of Law on Weeding of Records Bill, 1965",Madhya Pradesh,Legislature
Jul-63,jpi_1966.pdf,Madhya Pradesh Legislature,"The Indian Registration (Madhya Pradesh Amendment) Bill, 1965",Madhya Pradesh,Legislature
Jul-63,jpi_1966.pdf,Madhya Pradesh Legislature,"The Madhya Pradesh Official Premises Compound (Eviction) Amendment Bill, 1965",Madhya Pradesh,Legislature
Jul-63,jpi_1966.pdf,Madhya Pradesh Legislature,"The Madhya Pradesh Assistance Undertaking (Special Provisions) Bill, 1965",Madhya Pradesh,Legislature
Jul-63,jpi_1966.pdf,Madhya Pradesh Legislature,"The Madhya Pradesh Public Safety (Amendment) Bill, 1965",Madhya Pradesh,Legislature
Jul-63,jpi_1966.pdf,Madhya Pradesh Legislature,"The Madhya Pradesh Village Sanitation and Public Administration Repealing Bill, 1965",Madhya Pradesh,Legislature
Jul-63,jpi_1966.pdf,Madras Legislature,"The Madras District Development Councils (Amendment) Bill, 1965",Tamil Nadu,Legislature
Jul-63,jpi_1966.pdf,Madras Legislature,"The Madras City Municipal Corporation (Amendment) Bill, 1965",Tamil Nadu,Legislature
Jul-63,jpi_1966.pdf,Madras Legislature,"The Madras (Transferred Territory) Extension of Laws Bill, 1965",Tamil Nadu,Legislature
Jul-63,jpi_1966.pdf,Madras Legislature,"The Madras Panchayats (Amendment) Bill, 1965",Tamil Nadu,Legislature
Jul-63,jpi_1966.pdf,Madras Legislature,"The Madras Public Buildings (Licensing) Bill, 1965",Tamil Nadu,Legislature
Jul-63,jpi_1966.pdf,Maharashtra Legislature,"The Maharashtra Municipalities Bill, 1965",Maharashtra,Legislature
Jul-63,jpi_1966.pdf,Maharashtra Legislature,"The Maharashtra Government Servants Inquiries (Evidence of Corruption) Bill, 1965",Maharashtra,Legislature
Jul-63,jpi_1966.pdf,Maharashtra Legislature,"The Bombay Provincial Municipal Corporation and City of Nagpur Corporation (Amendment) Bill, 1965",Maharashtra,Legislature
Jul-63,jpi_1966.pdf,Maharashtra Legislature,"The Bombay Village Panchayats (Amendment) Bill, 1965",Maharashtra,Legislature
Jul-63,jpi_1966.pdf,Maharashtra Legislature,"The Waqf (Maharashtra Amendment) Bill, 1965",Maharashtra,Legislature
Jul-63,jpi_1966.pdf,Maharashtra Legislature,"The Bombay Highways (Extension and Amendment) Bill, 1965",Maharashtra,Legislature
Jul-63,jpi_1966.pdf,Maharashtra Legislature,"The Bombay Public Trusts (Amendment) Bill, 1965",Maharashtra,Legislature
Jul-63,jpi_1966.pdf,Maharashtra Legislature,"The Ambernath Interim Municipality (Constitution and Actions) Validation Bill, 1965",Maharashtra,Legislature
Jul-63,jpi_1966.pdf,Maharashtra Legislature,"The Land Revenue, Village Panchayats and Zilla Parishads (Amendment) Bill, 1965",Maharashtra,Legislature
Jul-63,jpi_1966.pdf,Maharashtra Legislature,"The Maharashtra Market Committees (Postponement of Elections during the Emergency) Bill, 1965",Maharashtra,Legislature
Jul-63,jpi_1966.pdf,Maharashtra Legislature,"The Maharashtra Municipalities (Postponement of General Elections Pending Unification of Municipal Laws) and Maharashtra Municipalities (Amendment) Bill, 1965",Maharashtra,Legislature
Jul-63,jpi_1966.pdf,Maharashtra Legislature,"The Maharashtra Municipal Corporations (Postponement of Elections during the Emergency) and the Bombay Provincial Municipal Corporations (Amendment) Bill, 1965",Maharashtra,Legislature
Jul-63,jpi_1966.pdf,Maharashtra Legislature,"The Bombay State Guarantees (Repeal) Bill, 1964",Maharashtra,Legislature
Jul-63,jpi_1966.pdf,Mysore Legislature,"The Mysore Village Panchayats and Local Boards (Amendment) Bill, 1965",Karnataka,Legislature
Jul-63,jpi_1966.pdf,Mysore Legislature,"The Mysore Societies Registration (Amendment) Bill, 1965",Karnataka,Legislature
Jul-63,jpi_1966.pdf,Mysore Legislature,"The City of Bangalore Municipal Corporation (Amendment) Bill, 1965",Karnataka,Legislature
Jul-63,jpi_1966.pdf,Mysore Legislature,"The Channarayapatna Town Municipality (Alteration of Limits) Validation Bill, 1965",Karnataka,Legislature
Jul-63,jpi_1966.pdf,Mysore Legislature,"The Mysore Local Authorities (Postponement of Elections and Continuance of Administrators) Bill, 1965",Karnataka,Legislature
Jul-63,jpi_1966.pdf,Mysore Legislature,"The Mysore State Civil Services Class III Posts Recruitment (Validation) Bill, 1965",Karnataka,Legislature
Apr-67,jpi_April_1967.pdf,Andhra Pradesh Legislature,"The Andhra Pradesh Official Language Bill, 1966.",Andhra Pradesh,Legislature
Apr-67,jpi_April_1967.pdf,Bihar Legislature,"The Bihar District Boards and Local Boards (Control and Management) Amendment Bill, 1966.",Bihar,Legislature
Apr-67,jpi_April_1967.pdf,Bihar Legislature,"The Indian Registration (Bihar Amendment) Bill, 1966.",Bihar,Legislature
Apr-67,jpi_April_1967.pdf,Gujarat Legislature,"The Gujarat Municipalities (Amendment) and (Municipality of Petlad Validating Provisions) Bill, 1966.",Gujarat,Legislature
Apr-67,jpi_April_1967.pdf,Gujarat Legislature,"The Gujarat Panchayats (Amendment) Bill, 1966.",Gujarat,Legislature
Apr-67,jpi_April_1967.pdf,Gujarat Legislature,"The Gujarat State Guarantees (Amendment) Bill, 1966.",Gujarat,Legislature
Apr-67,jpi_April_1967.pdf,Gujarat Legislature,"The Gujarat Panchayats (Gramdan Provisions) Bill, 1966.",Gujarat,Legislature
Apr-67,jpi_April_1967.pdf,Jammu & Kashmir Legislature,"A Bill further to amend the Transfer of Property Act, Samvat 1977.",Jammu And Kashmir,Legislature
Apr-67,jpi_April_1967.pdf,Jammu & Kashmir Legislature,"A Bill further to amend the Jammu and Kashmir Houses and Shops Rent Control Act, Samvat 2009.",Jammu And Kashmir,Legislature
Apr-67,jpi_April_1967.pdf,Jammu & Kashmir Legislature,"A Bill to amend the Jammu and Kashmir Octroi Act, Samvat 1958.",Jammu And Kashmir,Legislature
Apr-67,jpi_April_1967.pdf,Jammu & Kashmir Legislature,"A Bill to amend the Jammu and Kashmir Excise Act, Samvat 1958.",Jammu And Kashmir,Legislature
Apr-67,jpi_April_1967.pdf,Jammu & Kashmir Legislature,"A Bill further to amend the Registration Act, Samvat 1977.",Jammu And Kashmir,Legislature
Apr-67,jpi_April_1967.pdf,Jammu & Kashmir Legislature,"A Bill to amend the Jammu and Kashmir Municipal (Amendment) Bill, 1966.",Jammu And Kashmir,Legislature
Apr-67,jpi_April_1967.pdf,Madhya Pradesh Legislature,"The Madhya Pradesh Municipality (Amendment) Bill, 1966.",Madhya Pradesh,Legislature
Apr-67,jpi_April_1967.pdf,Madhya Pradesh Legislature,"The Madhya Pradesh Local Authority (Postponement of Elections) Bill, 1966.",Madhya Pradesh,Legislature
Apr-67,jpi_April_1967.pdf,Madhya Pradesh Legislature,"The Madhya Pradesh Panchayat (Amendment) Bill, 1966.",Madhya Pradesh,Legislature
Apr-67,jpi_April_1967.pdf,Madhya Pradesh Legislature,"The Madhya Pradesh Municipal Corporation (Amendment) Bill, 1966.",Madhya Pradesh,Legislature
Apr-67,jpi_April_1967.pdf,Madras Legislature,"The Madras Panchayats (Amendment) Bill, 1966.",Tamil Nadu,Legislature
Apr-67,jpi_April_1967.pdf,Madras Legislature,"The Madras Ancient and Historical Monuments and Archaeological Sites and Remains Bill, 1966.",Tamil Nadu,Legislature
Apr-67,jpi_April_1967.pdf,Madras Legislature,"The Indian Registration (Madras Amendment) Bill, 1966.",Tamil Nadu,Legislature
Apr-67,jpi_April_1967.pdf,Maharashtra Legislature,"The Bombay Provincial Municipal Corporations (Amendment) Bill, 1966.",Maharashtra,Legislature
Apr-67,jpi_April_1967.pdf,Maharashtra Legislature,"The Maharashtra Municipalities (Postponement of Elections pending Unification of Municipal Laws) (Amendment) Bill, 1966.",Maharashtra,Legislature
Apr-67,jpi_April_1967.pdf,Maharashtra Legislature,"The Central Provinces and Berar Grants-in-aid Local Bodies (Repeal) Bill, 1966.",Maharashtra,Legislature
Apr-67,jpi_April_1967.pdf,Mysore Legislature,"The Mysore Stamp (Amendment) Bill, 1966.",Karnataka,Legislature
Apr-67,jpi_April_1967.pdf,Mysore Legislature,"The Mysore Public Service Commission (Conduct of Business and Additional Functions) (Amendment) Bill, 1966.",Karnataka,Legislature
Apr-67,jpi_April_1967.pdf,Mysore Legislature,"The Indian Registration (Mysore Amendment) Bill, 1966.",Karnataka,Legislature
Apr-67,jpi_April_1967.pdf,Mysore Legislature,"The Mysore Prevention of Cow Slaughter and Cattle Preservation (Amendment) Bill, 1966.",Karnataka,Legislature
Apr-67,jpi_April_1967.pdf,Mysore Legislature,"The Mysore Village Panchayats and Local Boards (Amendment) Bill, 1966.",Karnataka,Legislature
Apr-67,jpi_April_1967.pdf,Mysore Legislature,"The Mysore Ministers Salaries and Allowances (Amendment) Bill, 1966.",Karnataka,Legislature
Apr-67,jpi_April_1967.pdf,Mysore Legislature,"The Mysore State Civil Services Bill, 1966.",Karnataka,Legislature
Apr-67,jpi_April_1967.pdf,Mysore Legislature,"The Mysore Municipalities (Amendment) Bill, 1966.",Karnataka,Legislature
Apr-67,jpi_April_1967.pdf,Mysore Legislature,"The Mercara Municipalities (Performance of function by the Ex-President) Validation Bill, 1966.",Karnataka,Legislature
Apr-67,jpi_April_1967.pdf,Mysore Legislature,"The Mysore State Civil Services (Prevention of Strikes) Bill, 1966.",Karnataka,Legislature
Apr-67,jpi_April_1967.pdf,Mysore Legislature,"The City of Bangalore Municipal Corporation (Amendment) Bill, 1966.",Karnataka,Legislature
Apr-67,jpi_April_1967.pdf,Mysore Legislature,"The Mysore Urban Development Board Bill, 1966.",Karnataka,Legislature
Apr-67,jpi_April_1967.pdf,Orissa Legislature,"The Indian Registration (Orissa Amendment) Bill, 1965.",Odisha,Legislature
Apr-67,jpi_April_1967.pdf,Punjab Legislature,"The Punjab Salaries and Allowances (Validation) Bill, 1966.",Punjab,Legislature
Apr-67,jpi_April_1967.pdf,Rajasthan Legislature,"The Rajasthan Panchayat Laws (Amendment) Bill, 1966.",Rajasthan,Legislature
Apr-67,jpi_April_1967.pdf,Rajasthan Legislature,"The Official Language (Amendment) Bill, 1966.",Rajasthan,Legislature
Apr-67,jpi_April_1967.pdf,Rajasthan Legislature,"The Rajasthan Stamp Law (Adaptation Amendment) Bill, 1966.",Rajasthan,Legislature
Apr-67,jpi_April_1967.pdf,Uttar Pradesh Legislature,"Hastinapur Nagar Vikas Mandal (Chalu Rahney ka) Vidheyak, 1966.",Uttar Pradesh,Legislature
Apr-67,jpi_April_1967.pdf,Uttar Pradesh Legislature,"U.P. Esthaniya Nikaya (Alpkalik Vyavastha) (Sanshodhan) Vidheyak, 1966.",Uttar Pradesh,Legislature
Apr-67,jpi_April_1967.pdf,Uttar Pradesh Legislature,"U.P. Nagar Mahapalika (Alpkalik Vyavastha) Vidheyak, 1966.",Uttar Pradesh,Legislature
Apr-67,jpi_April_1967.pdf,Uttar Pradesh Legislature,"Prisons (U.P.) Sanshodhan Vidheyak, 1966.",Uttar Pradesh,Legislature
Apr-67,jpi_April_1967.pdf,Uttar Pradesh Legislature,"U.P. Panchayat Raj (Sushodhan) Vidheyak, 1966.",Uttar Pradesh,Legislature
Apr-67,jpi_April_1967.pdf,Uttar Pradesh Legislature,"U.P. Atyavashyak Sevaon ke Anurakhshan Vidheyak, 1966.",Uttar Pradesh,Legislature
Apr-67,jpi_April_1967.pdf,Uttar Pradesh Legislature,"U.P. Esthaniya Swaiya Shashan Vidhi (Sanshodhan) Vidheyak, 1966.",Uttar Pradesh,Legislature
Apr-67,jpi_April_1967.pdf,Pondicherry Legislature,"The Pondicherry Pawnbrokers Bill, 1966.",Puducherry,Legislature
Apr-67,jpi_April_1967.pdf,Pondicherry Legislature,"The Salaries and Allowances of Ministers (Pondicherry) Amendment Bill, 1966.",Puducherry,Legislature
Apr-67,jpi_April_1967.pdf,Pondicherry Legislature,"The Pondicherry Chit Funds Bill, 1966.",Puducherry,Legislature
Apr-67,jpi_April_1967.pdf,Himachal Pradesh Legislature,"The Himachal Pradesh Khadi and Village Industries Board Bill, 1966.",Himachal Pradesh,Legislature
Oct-67,jpi_October_1967.pdf,Andhra Pradesh Legislature,"The Andhra Pradesh Stamp (Increase of Duties) Bill, 1967",Andhra Pradesh,Legislature
Oct-67,jpi_October_1967.pdf,Andhra Pradesh Legislature,"The Andhra Pradesh Sugarcane (Regulation of Supply and Purchase) Amendment Bill, 1967",Andhra Pradesh,Legislature
Oct-67,jpi_October_1967.pdf,Andhra Pradesh Legislature,"The Andhra Pradesh (Andhra Area) Tenants and Ryots Protection (Amendment) Bill, 1967",Andhra Pradesh,Legislature
Oct-67,jpi_October_1967.pdf,Andhra Pradesh Legislature,"The Andhra Pradesh (Andhra Area) Estates Abolition and Conversion into Ryotwari) Amendment Bill, 1967",Andhra Pradesh,Legislature
